CL2,20:34:41
CL3,20:34:50
CL3,20:34:52
CL3,20:34:54
CL3,20:35:00
CL2,20:35:02
CL3,20:35:04
CL3,20:35:07
CL3,20:35:12
CL3,20:35:22
CL3,20:35:24
CL2,20:35:26
CL3,20:35:31
CL3,20:35:32
CL2,20:35:34
CL2,20:35:34
CL3,20:35:45
CL2,20:35:48
CL2,20:35:58
CL2,20:35:58
CL3,20:36:02
CL2,20:36:04
CL2,20:36:07
CL2,20:36:08
CL3,20:36:13
CL3,20:36:14
CL2,20:36:22
CL2,20:36:22
CL3,20:36:26
CL2,20:36:38
CL3,20:36:45
CL2,20:36:51
CL2,20:36:54
CL3,20:36:56
CL2,20:36:58
CL2,20:37:03
CL3,20:37:10
CL3,20:37:11
CL2,20:37:18
CL3,20:37:19
CL3,20:37:23
CL3,20:37:25
CL3,20:37:38
CL3,20:37:40
CL2,20:37:53
CL3,20:37:58
CL2,20:38:14
CL2,20:38:16
CL2,20:38:19
CL2,20:38:30
CL2,20:38:32
CL3,20:38:37
CL2,20:38:39
CL2,20:38:50
CL3,20:38:53
CL3,20:38:55
CL3,20:39:02
CL3,20:39:04
CL3,20:39:08
CL2,20:39:10
CL3,20:39:12
CL2,20:39:13
CL2,20:39:15
CL3,20:39:21
CL2,20:39:29
CL3,20:39:33
CL3,20:39:34
CL3,20:39:35
CL3,20:39:40
CL3,20:39:42
CL2,20:39:45
CL3,20:39:49
CL3,20:39:51
CL3,20:39:58
CL3,20:40:06
CL2,20:40:08
CL2,20:40:14
CL2,20:40:20
CL2,20:40:24
CL2,20:40:28
CL3,20:40:37
CL3,20:40:45
CL3,20:40:51
CL2,20:40:51
CL3,20:40:53
CL3,20:40:55
CL2,20:40:59
CL2,20:41:07
CL3,20:41:23
CL2,20:41:24
CL2,20:41:27
CL3,20:41:36
CL2,20:41:39
CL2,20:41:48
CL3,20:41:52
CL2,21:19:28
CL3,21:19:37
CL2,21:19:44
CL3,21:19:50
CL2,21:19:54
CL2,21:20:00
CL2,21:20:01
CL3,21:20:09
CL3,21:20:11
CL3,21:20:31
CL2,21:20:34
CL3,21:20:36
CL2,21:20:37
CL2,21:20:48
CL3,21:20:56
CL2,21:20:58
CL2,21:21:07
CL2,21:21:09
CL3,21:21:12
CL3,21:21:21
CL3,21:21:23
CL3,21:21:25
CL3,21:21:31
CL3,21:21:32
CL3,21:21:34
CL2,21:21:38
CL2,21:21:43
CL3,21:21:47
CL3,21:22:02
CL2,21:22:09
CL2,21:22:18
CL3,21:22:28
CL2,21:22:31
CL3,21:22:34
CL3,21:22:35
CL2,21:22:44
CL3,21:22:49
CL2,21:22:56
CL3,21:23:05
CL3,21:23:14
CL3,21:23:15
CL2,21:23:16
CL2,21:23:17
CL2,21:23:20
CL2,21:23:21
CL2,21:23:23
CL3,21:23:24
CL3,21:23:29
CL2,21:23:30
CL3,21:23:37
CL2,21:23:38
CL3,21:23:40
CL3,21:23:48
CL2,21:23:55
CL3,21:23:56
CL2,21:23:59
CL3,21:24:01
CL3,21:24:09
CL2,21:24:14
CL3,21:24:16
CL2,21:24:20
CL2,21:24:23
CL3,21:24:40
CL2,21:24:51
CL3,21:24:53
CL3,21:24:58
CL2,21:24:59
CL2,21:25:17
CL3,21:25:19
CL2,21:25:20
CL2,21:25:23
CL3,21:25:26
CL2,21:25:29
CL2,21:25:34
CL3,21:25:35
CL3,21:25:41
CL2,21:25:47
CL3,21:25:49
