DL3,20:34:38
DL2,20:34:42
DL3,20:34:47
DL3,20:34:56
DL2,20:35:05
DL2,20:35:10
DL2,20:35:13
DL2,20:35:15
DL2,20:35:19
DL2,20:35:21
DL2,20:35:35
DL2,20:35:36
DL2,20:35:46
DL2,20:35:49
DL3,20:35:50
DL3,20:35:54
DL3,20:35:56
DL3,20:36:04
DL3,20:36:19
DL2,20:36:20
DL3,20:36:23
DL3,20:36:29
DL3,20:36:31
DL3,20:36:32
DL3,20:36:34
DL2,20:36:36
DL3,20:36:39
DL3,20:36:41
DL2,20:36:43
DL2,20:36:46
DL3,20:36:53
DL2,20:36:57
DL3,20:36:59
DL3,20:37:16
DL2,20:37:22
DL3,20:37:27
DL2,20:37:34
DL3,20:37:36
DL2,20:37:37
DL2,20:37:44
DL3,20:37:45
DL2,20:37:47
DL2,20:37:48
DL3,20:37:54
DL3,20:37:56
DL2,20:38:05
DL3,20:38:10
DL2,20:38:11
DL3,20:38:13
DL2,20:38:15
DL2,20:38:17
DL3,20:38:19
DL2,20:38:23
DL2,20:38:24
DL3,20:38:28
DL2,20:38:34
DL3,20:38:35
DL3,20:38:36
DL2,20:38:40
DL3,20:38:49
DL2,20:38:51
DL2,20:38:59
DL2,20:39:01
DL2,20:39:06
DL3,20:39:16
DL2,20:39:21
DL2,20:39:23
DL3,20:39:27
DL2,20:39:46
DL2,20:39:55
DL2,20:40:02
DL3,20:40:07
DL3,20:40:10
DL2,20:40:11
DL2,20:40:12
DL3,20:40:13
DL2,20:40:17
DL3,20:40:23
DL3,20:40:26
DL3,20:40:27
DL2,20:40:34
DL3,20:40:55
DL3,20:41:05
DL3,20:41:09
DL3,20:41:10
DL2,20:41:17
DL2,20:41:22
DL3,20:41:28
DL2,20:41:29
DL3,20:41:30
DL2,20:41:34
DL3,20:41:37
DL3,20:41:50
DL2,20:41:52
DL2,20:41:57
DL2,21:19:26
DL3,21:19:36
DL2,21:19:38
DL2,21:19:39
DL2,21:19:41
DL3,21:19:45
DL2,21:19:52
DL3,21:19:53
DL2,21:20:03
DL2,21:20:07
DL3,21:20:08
DL3,21:20:16
DL3,21:20:33
DL3,21:20:35
DL2,21:20:52
DL2,21:21:02
DL2,21:21:06
DL3,21:21:10
DL2,21:21:14
DL3,21:21:15
DL3,21:21:20
DL3,21:21:51
DL3,21:21:53
DL3,21:22:06
DL2,21:22:16
DL2,21:22:19
DL2,21:22:38
DL3,21:22:40
DL3,21:22:41
DL2,21:22:54
DL2,21:22:59
DL2,21:23:04
DL2,21:23:12
DL3,21:23:18
DL3,21:23:25
DL2,21:23:27
DL2,21:23:33
DL3,21:23:41
DL3,21:23:44
DL2,21:23:46
DL3,21:23:53
DL3,21:24:02
DL3,21:24:05
DL2,21:24:06
DL2,21:24:08
DL2,21:24:09
DL3,21:24:12
DL3,21:24:13
DL3,21:24:17
DL2,21:24:22
DL2,21:24:29
DL2,21:24:48
DL2,21:24:51
DL3,21:24:54
DL3,21:25:06
DL2,21:25:09
DL3,21:25:13
DL2,21:25:14
DL2,21:25:24
DL3,21:25:35
DL2,21:25:38
DL2,21:25:43
DL3,21:25:44
