BL2,20:34:40
BL2,20:34:44
BL3,20:34:45
BL3,20:34:47
BL3,20:34:51
BL3,20:34:54
BL2,20:34:57
BL2,20:35:09
BL2,20:35:09
BL2,20:35:24
BL3,20:35:29
BL3,20:35:33
BL3,20:35:38
BL3,20:35:39
BL2,20:35:42
BL3,20:35:59
BL3,20:36:00
BL2,20:36:03
BL2,20:36:09
BL3,20:36:16
BL2,20:36:27
BL2,20:36:28
BL3,20:36:34
BL2,20:36:56
BL3,20:37:06
BL3,20:37:07
BL2,20:37:08
BL3,20:37:16
BL2,20:37:20
BL2,20:37:24
BL2,20:37:28
BL3,20:37:35
BL2,20:37:42
BL2,20:37:43
BL3,20:37:52
BL3,20:37:55
BL3,20:38:06
BL3,20:38:07
BL3,20:38:25
BL2,20:38:27
BL2,20:38:29
BL3,20:38:32
BL2,20:38:40
BL3,20:38:42
BL2,20:38:44
BL3,20:38:48
BL2,20:38:54
BL3,20:39:17
BL2,20:39:22
BL2,20:39:31
BL3,20:39:32
BL2,20:39:38
BL2,20:39:39
BL2,20:39:43
BL2,20:39:48
BL2,20:40:01
BL3,20:40:16
BL3,20:40:21
BL2,20:40:22
BL2,20:40:29
BL3,20:40:31
BL3,20:40:34
BL2,20:40:40
BL2,20:40:42
BL2,20:40:44
BL3,20:40:46
BL2,20:40:47
BL3,20:40:48
BL2,20:40:57
BL3,20:40:58
BL3,20:41:05
BL3,20:41:21
BL2,20:41:25
BL2,20:41:32
BL3,20:41:33
BL3,20:41:41
BL3,20:41:43
BL3,20:41:44
BL3,20:41:46
BL2,20:41:56
BL3,20:41:59
BL2,20:42:00
BL2,21:19:29
BL3,21:19:42
BL2,21:19:47
BL3,21:19:47
BL2,21:19:55
BL2,21:19:56
BL3,21:20:02
BL3,21:20:05
BL3,21:20:05
BL2,21:20:13
BL3,21:20:15
BL3,21:20:20
BL3,21:20:20
BL3,21:20:22
BL2,21:20:23
BL3,21:20:26
BL2,21:20:29
BL2,21:20:29
BL2,21:20:38
BL3,21:20:41
BL2,21:20:43
BL2,21:20:47
BL3,21:20:50
BL3,21:20:55
BL3,21:20:57
BL2,21:21:01
BL2,21:21:03
BL3,21:21:13
BL2,21:21:17
BL3,21:21:22
BL3,21:21:24
BL3,21:21:25
BL2,21:21:28
BL2,21:21:36
BL3,21:21:36
BL2,21:21:39
BL2,21:21:40
BL2,21:21:42
BL2,21:21:46
BL3,21:21:49
BL3,21:21:50
BL3,21:22:00
BL2,21:22:02
BL2,21:22:04
BL3,21:22:05
BL2,21:22:07
BL3,21:22:10
BL2,21:22:13
BL3,21:22:14
BL3,21:22:15
BL3,21:22:20
BL3,21:22:22
BL3,21:22:23
BL3,21:22:37
BL3,21:22:43
BL3,21:22:46
BL2,21:22:52
BL2,21:22:57
BL3,21:22:58
BL3,21:23:00
BL2,21:23:06
BL2,21:23:08
BL3,21:23:10
BL2,21:23:11
BL3,21:23:19
BL2,21:23:27
BL3,21:23:42
BL3,21:23:57
BL3,21:24:03
BL2,21:24:17
BL3,21:24:18
BL2,21:24:25
BL3,21:24:26
BL2,21:24:34
BL3,21:24:46
BL2,21:24:46
BL2,21:24:56
BL2,21:25:01
BL2,21:25:02
BL2,21:25:05
BL3,21:25:08
BL2,21:25:15
BL2,21:25:17
BL2,21:25:22
BL3,21:25:25
BL2,21:25:32
BL3,21:25:39
BL3,21:25:46
BL3,21:25:49
